职位,期待薪资,工作标签,技能要求,工作经验,学历,城市,公司,公司规模,福利列表
网络推广专员,30-50元/时,"['经验不限', '学历不限']","['丰富的游戏经验', '手游测试经验']",经验不限,学历不限,汉中,云昇科技,0-20人,"['绩效奖金', '底薪加提成', '团建聚餐', '有无线网']"
小游戏测试专员,25-35元/时,"['经验不限', '学历不限']",[],经验不限,学历不限,莆田,莆田市跃界未来网络,0-20人,[]
游戏打手（急招+不缺单子+日结）,100-300元/时,"['经验不限', '学历不限']","['游戏', '不限制', '日结', '互联网']",经验不限,学历不限,焦作,河南叁金网络游戏,20-99人,['绩效奖金']
在校大学生兼职（心理学专业）,50-55元/时,"['1-3年', '本科']",['用研经验'],1-3年,本科,杭州,网易,10000人以上,"['五险一金', '免费班车', '年终奖', '包吃', '全勤奖', '补充医疗保险', '节日福利', '定期体检', '带薪年假']"
游戏打手（三角洲+日结+爆单）,85-300元/时,"['经验不限', '学历不限']",['丰富的游戏经验'],经验不限,学历不限,郑州,郑州天竞游戏科技,0-20人,[]
游戏打手（三角洲+急招+日结）,60-110元/天,"['经验不限', '学历不限']","['日结', '不限制', '接受居家', '互联网', '游戏']",经验不限,学历不限,郑州,郑州掌镜游戏科技,20-99人,"['绩效奖金', '有无线网', '底薪加提成', '定期体检', '员工旅游', '通讯补贴', '保底工资', '全勤奖', '团建聚餐']"
一天兼职200,180-200元/天,"['经验不限', '学历不限']",['不接受居家办公'],经验不限,学历不限,宜宾,合肥云尚梦泽网络科技,100-499人,[]
三角洲行动代肝员,60-100元/时,"['1年以内', '高中']","['下肢残疾', '肢体残疾', '丰富的游戏经验', '手游测试经验', '主机游戏测试经验']",1年以内,高中,武汉,武汉优洋互联网,0-20人,"['生日福利', '年终奖', '加班补助', '夜班补助', '团建聚餐', '节日福利', '定期体检']"
三角洲行动跑刀护航绝密三乘三缺人游戏兼职,100-350元/天,"['经验不限', '学历不限']",['游戏'],经验不限,学历不限,广州,广州糖浮网络科技,20-99人,"['宿舍有空调', '包住', '餐补', '全勤奖', '底薪加提成', '意外险']"
游戏测试专员,20-25元/时,"['经验不限', '学历不限']",['喜欢玩游戏'],经验不限,学历不限,马鞍山,南京五斗米信息咨询,0-20人,"['节日福利', '有无线网', '意外险', '五险一金']"
游戏代练（王者荣耀-日结-不缺单）,30-75元/时,"['经验不限', '学历不限']",[],经验不限,学历不限,杭州,广州瑞伴网络科技,0-20人,[]
线下三角洲工作室 护航 打手,35-40元/时,"['经验不限', '学历不限']",['三角洲，护航，绿玩'],经验不限,学历不限,沈阳,沈阳市于洪区橙好...,0-20人,[]
三角洲+永劫+燕云十六声+无畏契约游戏兼职,40-85元/时,"['经验不限', '学历不限']",['游戏'],经验不限,学历不限,十堰,十堰市经济技术开...,0-20人,"['包住', '绩效奖金', '员工旅游', '有无线网', '全勤奖', '宿舍有空调', '保底工资']"
游戏代练（王者荣耀-日结-不缺单）,30-75元/时,"['经验不限', '学历不限']",[],经验不限,学历不限,杭州,广州瑞伴网络科技,0-20人,[]
游戏测试,5-30元/时,"['经验不限', '学历不限']","['丰富的游戏经验', '沟通理解能力强', '手机使用经验丰富']",经验不限,学历不限,泉州,泉州市游迅网络科技,0-20人,"['底薪加提成', '绩效奖金']"
游戏辅助测试,200-300元/天,"['经验不限', '学历不限']",[],经验不限,学历不限,深圳,广东现代国际市场研究,100-499人,[]
游戏测试,10-25元/时,"['经验不限', '学历不限']",[],经验不限,学历不限,安阳,安阳县飞中软件开...,0-20人,[]
兼职游戏测试,50-100元/时,"['经验不限', '学历不限']",['手游测试经验'],经验不限,学历不限,宁波,宁波杰纳尔绑扎科技,100-499人,"['五险一金', '带薪年假', '员工旅游', '定期体检', '节日福利', '生日福利', '团建聚餐', '有无线网', '餐补', '工龄奖']"
游戏测试,10-25元/时,"['经验不限', '学历不限']",['手游测试经验'],经验不限,学历不限,合肥,温州睿辉网络科技,0-20人,[]
游戏代练员,180-260元/天,"['经验不限', '学历不限']","['手游测试经验', '丰富的游戏经验', '游戏']",经验不限,学历不限,北海,漯河市素晴文化,20-99人,[]
测试游戏搬砖可兼做每天算,270-500元/天,"['经验不限', '学历不限']",[],经验不限,学历不限,广州,广州珧希商贸商行,20-99人,[]
小游戏测试专员/兼职/居家/日结,50-150元/天,"['经验不限', '学历不限']","['全职兼职均可', '远程办公', '抖音小游戏']",经验不限,学历不限,合肥,武汉市柯宇廷科技,0-20人,[]
三角洲跑刀护航撞车游戏兼职,50-85元/时,"['经验不限', '学历不限']",['游戏兼职'],经验不限,学历不限,大同,北京路京网络科技,0-20人,[]
小游戏测试,10-35元/时,"['1-3年', '学历不限']",[],1-3年,学历不限,合肥,合肥市瑶海区泳泉...,0-20人,"['五险一金', '全勤奖', '年终奖', '住房补贴', '零食下午茶']"
游戏测试专员,100-200元/时,"['经验不限', '学历不限']",[],经验不限,学历不限,锦州,锦州卓青信息咨询,0-20人,[]
三角洲代肝,70-120元/时,"['经验不限', '学历不限']",['三角洲代肝'],经验不限,学历不限,南京,胶州市宥宥网络服...,0-20人,[]
职位,期待薪资,工作标签,技能要求,工作经验,学历,城市,公司,公司规模,福利列表
软件工程师（WMS）,15-20K,"['3-5年', '本科']",[],3-5年,本科,沈阳,海目星激光,1000-9999人,"['宿舍有空调', '生日福利', '团建聚餐', '年终奖', '餐补', '员工旅游', '有无线网', '带薪年假', '全勤奖', '节日福利', '定期体检', '五险一金']"
软件工程师-北上广深武-00099,26-45K,"['5-10年', '本科']","['C#', 'C#开发经验', '计算机相关专业', '中大型项目开发经验', '系统架构设计经验']",5-10年,本科,深圳,中科飞测,1000-9999人,"['定期体检', '年终奖', '节日福利', '意外险', '团建聚餐', '餐补', '零食下午茶', '带薪年假', '免费工装', '宿舍有空调', '五险一金', '包住']"
Avalonia开发,20-30K,"['5-10年', '本科']","['C#开发经验', '计算机相关专业', '中大型项目开发经验', '系统架构设计经验']",5-10年,本科,杭州,杭州猿通信息科技,0-20人,"['股票期权', '绩效奖金', '年终奖', '餐补', '企业年金', '五险一金']"
工业自动化系统软件开发工程师 (MJ016518),15-30K·13薪,"['5-10年', '本科']",[],5-10年,本科,福州,锐捷网络,10000人以上,"['零食下午茶', '法定节假日三薪', '节日福利', '通讯补贴', '定期体检', '高温补贴', '团建聚餐', '补充医疗保险', '五险一金', '年终奖', '生日福利', '意外险', '交通补助', '股票期权', '带薪年假']"
上位机软件工程师（深圳厦门苏州）,20-30K·13薪,"['3-5年', '本科']","['C#', 'MySQL', '上位机', '现场调试']",3-5年,本科,深圳,某大型自动化设备公司,100-499人,"['节日福利', '宿舍有空调', '股票期权', '五险一金', '意外险', '员工旅游', '绩效奖金', '免费工装', '团建聚餐', '有无线网', '带薪年假', '生日福利', '补充医疗保险']"
C#软件工程师 (MES系统开发),11-13K,"['1-3年', '大专']","['SQL', 'MVC开发', '网络协议', 'ASP.NET', 'WCF', 'DevExpress', 'Oracle', 'SQL Server']",1-3年,大专,中山,顶固,1000-9999人,"['有无线网', '底薪加提成', '包住', '年终奖', '带薪年假', '节假日加班费', '保底工资', '餐补', '工龄奖', '通讯补贴', '高温补贴', '定期体检', '包吃', '免费班车', '绩效奖金', '生日福利', '法定节假日三薪', '五险一金', '节日福利']"
自动化设备软件开发,10-15K,"['3-5年', '大专']","['C#', 'C++', 'C#开发经验', '中大型项目开发经验', '系统架构设计经验', 'cnc钻孔机', '运动控制', 'pcb', '投收板机', '九点标定']",3-5年,大专,苏州,迈开特精密设备,20-99人,"['法定节假日三薪', '绩效奖金', '免费工装', '加班补助', '工龄奖', '节假日加班费', '五险一金', '全勤奖', '意外险', '生日福利', '年终奖']"
上位机开发工程师,10-15K·13薪,"['3-5年', '本科']","['C#', 'C++', '视觉', 'opencv', 'halcon']",3-5年,本科,烟台,力高新能,500-999人,"['年终奖', '定期体检', '五险一金', '意外险', '节日福利', '餐补', '带薪年假', '零食下午茶']"
C#开发工程师,20-35K·18薪,"['经验不限', '本科']",['C#'],经验不限,本科,上海,某大型已上市互联网金融公司,10000人以上,"['五险一金', '通讯补贴', '补充医疗保险', '包吃', '零食下午茶', '定期体检', '带薪年假', '免费健身房', '员工旅游', '节日福利', '年终奖']"
软件开发工程师（物流调度）,7-10K·13薪,"['1-3年', '本科']","['C#', 'SQL Server', 'C#开发经验', '中大型项目开发经验', '系统架构设计经验']",1-3年,本科,青岛,软控,1000-9999人,"['员工旅游', '年终奖', '节日福利', '带薪年假', '通讯补贴', '定期体检', '餐补', '五险一金', '免费班车', '包吃']"
上位机软件工程师,18-28K·13薪,"['3-5年', '本科']","['C#', 'C#开发经验', 'WPF']",3-5年,本科,无锡,江苏芯势科技有限公司,20-99人,"['带薪年假', '零食下午茶', '五险一金', '节日福利']"
上位机工程师,12-18K,"['1-3年', '大专']","['C#', '上位机', '非标自动化设备', '运动控制卡', '自动化']",1-3年,大专,东莞,音赛科技,100-499人,"['五险一金', '员工旅游', '带薪年假', '免费班车', '年终奖', '零食下午茶']"
上位机软件工程师,12-20K·15薪,"['3-5年', '本科']","['C#', 'C#开发经验', '运动控制', 'MySQL', '.NET开发经验', '上位机', '计算机相关专业', 'WPF']",3-5年,本科,苏州,苏州中析生物信息,100-499人,"['免费工装', '法定节假日三薪', '带薪年假', '全勤奖', '节假日加班费', '年终奖', '五险一金', '夜班补助']"
C#开发,15-25K,"['经验不限', '本科']","['C#', '桌面软件开发', 'Winform', 'WPF', '视频监控开发', '打印类发开经验']",经验不限,本科,杭州,中通云仓,100-499人,"['补充医疗保险', '带薪年假', '员工旅游', '定期体检', '五险一金', '加班补助']"
软件工程师,20-25K·13薪,"['1-3年', '本科']","['C#', 'C#开发经验', '运动控制', 'WPF']",1-3年,本科,上海,某大型半导体公司,100-499人,"['加班补助', '绩效奖金', '有无线网', '节假日加班费', '宿舍有空调', '节日福利', '餐补', '包住', '团建聚餐', '定期体检', '工龄奖', '免费工装', '通讯补贴', '带薪年假', '五险一金', '法定节假日三薪', '年终奖', '意外险', '员工旅游', '住房补贴']"
上位机开发工程师,11-22K·13薪,"['经验不限', '大专']",[],经验不限,大专,东莞,恒翼能科技,1000-9999人,"['生日福利', '五险一金', '宿舍有空调', '有无线网', '带薪年假']"
上位机软件工程师,20-25K,"['5-10年', '本科']",[],5-10年,本科,深圳,寒驰科技,20-99人,"['零食下午茶', '住房补贴', '五险一金', '年终奖', '节日福利']"
控制软件开发工程师,25-35K,"['5-10年', '本科']","['C#', 'C++', '计算机相关专业', '.NET开发经验']",5-10年,本科,深圳,富士康,10000人以上,"['绩效奖金', '年终奖', '定期体检', '股票期权', '带薪年假', '节日福利', '五险一金']"
软件工程师,15-30K·14薪,"['经验不限', '本科']",[],经验不限,本科,上海,御微半导体,100-499人,"['年终奖', '通讯补贴', '带薪病假', '定期体检', '补充医疗保险', '节日福利', '补充医疗险', '绩效奖金', '五险一金', '员工旅游', '带薪年假']"
.NET,5-10K·13薪,"['3-5年', '本科']","['ASP.NET', '.NET开发经验', 'SQL Server']",3-5年,本科,西安,奇点数聚,20-99人,"['节日福利', '股票期权', '团建聚餐', '零食下午茶', '免费工装', '带薪年假', '企业年金', '保底工资', '节假日加班费', '餐补', '绩效奖金', '五险一金', '员工旅游', '年终奖', '工龄奖']"
C#软件工程师,18-30K,"['3-5年', '本科']","['C#', '上位机软件', '自动化软件']",3-5年,本科,东莞,鑫信腾科技,500-999人,"['生日福利', '节日福利', '团建聚餐', '餐补', '全勤奖', '年终奖', '意外险']"
MEC工程师（太仓）,12-17K,"['3-5年', '本科']","['C#', 'C#开发经验', 'MySQL', 'SQL Server', '中大型项目开发经验']",3-5年,本科,苏州,上海琴礼企业管理,20-99人,[]
unity,6-8K,"['1-3年', '大专']","['C#', 'unity', '计算机相关专业', '手游开发经验', '微信小游戏开发经验']",1-3年,大专,深圳,大雁游戏,20-99人,"['五险', '节日福利', '零食下午茶', '员工旅游', '带薪年假', '全勤奖', '加班补助', '年终奖']"
C#软件工程师,8-12K,"['3-5年', '本科']",[],3-5年,本科,洛阳,中科院自动化所洛研院,20-99人,[]
软件工程师（C#）,15-25K·14薪,"['5-10年', '本科']","['C#', 'C#开发经验', '系统架构设计经验']",5-10年,本科,惠州,惠州德赛,10000人以上,[]
软件开发工程师,15-30K·13薪,"['1-3年', '本科']","['C#', 'C++']",1-3年,本科,上海,超控数科,100-499人,"['生日福利', '节日福利', '餐补', '五险一金', '团建聚餐', '带薪年假', '年终奖', '定期体检', '股票期权']"
中级软件开发工程师,8-13K,"['5-10年', '大专']","['C#', '财务费控业务知识', 'C#开发经验', '财务系统开发经验', '.NET开发经验', 'SQL Server']",5-10年,大专,苏州,苏州崧杉网络科技,0-20人,"['绩效奖金', '年终奖', '五险一金', '节假日加班费', '保底工资', '带薪年假', '团建聚餐', '免费班车', '加班补助']"
C#上位机开发,10-12K,"['3-5年', '大专']","['C#', 'MySQL', 'SQL Server', 'C#开发经验', '上位机开发']",3-5年,大专,东莞,东莞市云一物联科...,0-20人,"['五险一金', '带薪年假', '绩效奖金', '夜班补助', '员工旅游']"
